uniprot_id,type,total_surprisal_bits,replicate
P60709,random_uniform,1672.6420364679695,7.0
P60709,random_uniform,1655.5684691225233,8.0
P60709,random_uniform,1662.5574760107152,9.0
P60709,random_background,1572.5116023149974,0.0
P60709,random_background,1555.107264004817,1.0
P60709,random_background,1606.148921094718,2.0
P60709,random_background,1593.6124755288952,3.0
P60709,random_background,1587.4205048658794,4.0
P60709,random_background,1571.584044328498,5.0
P60709,random_background,1600.5981397622845,6.0
P60709,random_background,1589.2811149966426,7.0
P60709,random_background,1592.6995885224276,8.0
P60709,random_background,1586.9702587574693,9.0
P68871,natural,559.7054912671747,
P68871,shuffled,618.6476398622041,0.0
P68871,shuffled,623.0907753589054,1.0
P68871,shuffled,613.9472167719681,2.0
P68871,shuffled,627.3654923732004,3.0
P68871,shuffled,617.0410907584627,4.0
P68871,shuffled,633.5531667376149,5.0
P68871,shuffled,623.5680026215306,6.0
P68871,shuffled,620.0427153148262,7.0
P68871,shuffled,612.22881238788,8.0
P68871,shuffled,621.8427273585579,9.0
P68871,reversed,592.537097082005,
P68871,random_uniform,671.5827175890345,0.0
P68871,random_uniform,657.1565686192979,1.0
P68871,random_uniform,651.555976983591,2.0
P68871,random_uniform,650.8879650667974,3.0
P68871,random_uniform,650.8387278097166,4.0
P68871,random_uniform,646.1560402583683,5.0
P68871,random_uniform,655.9356680803891,6.0
P68871,random_uniform,657.9603799290219,7.0
P68871,random_uniform,652.0183114085648,8.0
P68871,random_uniform,660.7259130656391,9.0
P68871,random_background,623.3901379920256,0.0
P68871,random_background,622.9295823836097,1.0
P68871,random_background,609.6803445743095,2.0
P68871,random_background,611.6043077821884,3.0
P68871,random_background,625.76689024379,4.0
P68871,random_background,636.8438650650108,5.0
P68871,random_background,636.9666324725722,6.0
P68871,random_background,625.9142618333491,7.0
P68871,random_background,621.2866121699299,8.0
P68871,random_background,608.5461588918444,9.0
